
지점,시작일,종료일,지점명,지점주소,관리관서,위도,경도,노장해발고도(m),기압계(관측장비지상높이(m)),기온계(관측장비지상높이(m)),풍속계(관측장비지상높이(m)),강우계(관측장비지상높이(m))
585,2020-10-23,2023-11-01,신남,강원특별자치도 인제군 남면 신풍리,강릉(구 105),37.960,128.0742,235.78,,,,
585,1993-10-19,2020-10-23,신남,강원도 인제군 남면 신남리,강릉(구 105),37.966,128.0834,236.41,,,,
586,2024-10-16,,북산,강원특별자치도 춘천시 북산면 추곡리,춘천기상대(101),38.0321,127.8769,225.91,,,10.000,
586,2020-10-23,2024-10-16,북산,강원특별자치도 춘천시 북산면 추곡리,춘천기상대(101),38.0321,127.8769,225.91,,,,
586,2015-08-05,2020-10-23,북산,강원도 춘천시 북산면 추곡리,춘천기상대(101),38.0321,127.8769,226,,,,
586,1993-10-19,2015-08-05,북산,강원도 춘천시 북산면 오항리,춘천기상대(101),37.9876,127.8858,240.61,,,,
587,2024-10-15,,방산,강원특별자치도 양구군 방산면 송현리,춘천기상대(101),38.2264,127.9533,276.94,,,10.000,
587,2012-10-08,2024-10-15,방산,강원특별자치도 양구군 방산면 송현리,춘천기상대(101),38.2264,127.9533,276.94,,,,
587,1993-10-08,2012-10-08,방산,강원도 양구군 방산면 현리,춘천기상대(101),38.2091,127.9495,262.19,,,,
588,2025-10-17,,남산,강원특별자치도 춘천시 남산면 방곡리,춘천기상대(101),37.7907,127.6429,83.37,,,10.000,
588,2021-10-15,2025-10-17,남산,강원특별자치도 춘천시 남산면 방곡리,춘천기상대(101),37.7907,127.6429,83.37,,,,
588,1993-10-20,2021-10-15,남산,강원도 춘천시 남산면 창촌리,춘천기상대(101),37.7907,127.6429,83.37,,,,
591,2020-01-03,,치악산,강원특별자치도 원주시 소초면 학곡리,강릉(구 105),37.4155,128.0505,267.66,,,10.000,
591,2015-07-13,2020-01-03,치악산,강원도 원주시 소초면 학곡리,강릉(구 105),37.4155,128.0505,267.66,,,,
591,2009-09-01,2015-07-13,치악산,강원도 원주시 소초면 학곡리,원주기상대(114),37.4155,128.0505,268.45,,,,
591,2007-08-15,2009-09-01,치악산,강원도 원주시 소초면 학곡리,원주기상대(114),37.430,128.030,282,,,,
591,1994-12-15,2007-08-15,치악산,강원도 원주시 소초면 학곡리,원주기상대(114),37.430,128.030,282,,,,
592,2020-01-03,,부론,강원특별자치도 원주시 부론면 흥호리,강릉(구 105),37.2316,127.7487,52.7,,,10.000,
592,2015-07-13,2020-01-03,부론,강원도 원주시 부론면 흥호리,강릉(구 105),37.2316,127.7487,52.7,,,,
592,2011-11-01,2015-07-13,부론,강원도 원주시 부론면 흥호리,원주기상대(114),37.2316,127.7487,52,,,,
592,2007-08-16,2011-11-01,부론,강원도 원주시 부론면 법천리,원주기상대(114),37.2075,127.7505,64.08,,,,
592,1994-12-16,2007-08-16,부론,강원도 원주시 부론면 법천리,원주기상대(114),37.2045,127.753,64,,,,
593,2021-10-15,,양양영덕,(산지)강원특별자치도 양양군 서면 영덕리,강릉(구 105),38.0073,128.5407,128.31,,,10.000,
593,2020-09-17,2021-10-15,양양영덕,(산지)강원도 양양군 서면 영덕리,강릉(구 105),38.0073,128.5407,128.31,,,,
593,2017-01-13,2020-09-17,양양영덕,(산지)강원도 양양군 서면 영덕리,강릉(구 105),38.0073,128.5407,128.31,,,,
593,2011-11-02,2017-01-13,양양영덕,(산지)강원도 양양군 서면 영덕리,강릉(구 105),38.0074,128.5407,146.05,,,,
593,1994-12-14,2011-11-01,서림,(산지)강원도 양양군 서면 서림리,강릉(구 105),37.9811,128.5265,159.8,,,,
594,2024-10-15,,서화,(산지)강원특별자치도 인제군 서화면 서화리,강릉(구 105),38.2533,128.210,316,,,10.000,
594,2017-01-13,2024-10-15,서화,(산지)강원특별자치도 인제군 서화면 서화리,강릉(구 105),38.2533,128.210,316,,,,
594,2013-12-12,2017-01-13,서화,(산지)강원도 인제군 서화면 서화리,강릉(구 105),38.2533,128.210,316,,,,
594,2007-08-17,2013-12-12,서화,(산지)강원도 인제군 서화면 천도리,춘천기상대(101),38.2183,128.2085,311,,,,
594,1994-12-13,2007-08-17,서화,(산지)강원도 인제군 서화면 천도리,속초기상대(90),38.2168,128.2102,311,,,,
595,2019-04-26,,진부령,(산지)강원특별자치도 고성군 간성읍 흘리,강릉(구 105),38.2641,128.3742,586.53,,,10.000,
595,2017-01-13,2019-04-26,진부령,(산지)강원도 고성군 간성읍 흘리,강릉(구 105),38.2641,128.3742,586.53,,,,
595,2015-07-13,2017-01-13,진부령,(산지)강원도 고성군 간성읍 흘리,강릉(구 105),38.2664,128.374,596.25,,,,
595,2009-06-29,2015-07-13,진부령,(산지)강원도 고성군 간성읍 흘리,속초기상대(90),38.2664,128.374,596.25,,,,
595,2007-08-08,2009-06-29,진부령,(산지)강원도 고성군 간성읍 흘리,속초기상대(90),38.2664,128.374,600.6,,,,
595,2006-11-29,2007-08-08,진부령,(산지)강원도 고성군 간성읍 흘리,속초기상대(90),38.2664,128.374,600.6,,,,
595,1998-04-27,2006-11-29,진부령,(산지)강원도 고성군 간성읍 흘리,속초기상대(90),38.2667,128.3833,620,,,,
595,1994-12-13,1998-04-27,진부령,(산지)강원도 고성군 간성읍 흘리,속초기상대(90),38.260,128.380,520,,,,
596,2020-01-03,,오색,(산지)강원특별자치도 양양군 서면 오색리,강릉(구 105),38.077,128.4933,240.99,,,10.000,
596,2017-01-13,2020-01-03,오색,(산지)강원도 양양군 서면 오색리,강릉(구 105),38.077,128.4933,240.99,,,,
596,2012-11-15,2017-01-13,오색,(산지)강원도 양양군 서면 오색리,강릉(구 105),38.077,128.4932,237.73,,,,
596,2007-08-07,2012-11-15,오색,(산지)강원도 양양군 서면 오색리,강릉(구 105),38.0775,128.451,337.35,,,,
596,1994-12-14,2007-08-07,오색,(산지)강원도 양양군 서면 오색리,강릉(구 105),38.070,128.450,337,,,,
597,2015-07-13,,대화,강원특별자치도 평창군 대화면 신리,강릉(구 105),37.5455,128.4411,561.85,,,10.000,
597,2012-11-16,2015-07-13,대화,강원도 평창군 대화면 신리,대관령기상대(100),37.5455,128.4411,562.81,,,,
597,2007-08-03,2012-11-16,대화,강원도 평창군 대화면 대화리,대관령기상대(100),37.5009,128.4585,445.58,,,,
597,1994-12-15,2007-08-03,대화,강원도 평창군 대화면 대화리,대관령기상대(100),37.4927,128.4594,445,,,,
650,2022-12-07,,양지,강원특별자치도 철원군 동송읍 양지리,춘천기상대(101),38.2509,127.2714,187,,,10.000,
650,2021-10-15,2022-12-07,양지,강원도 철원군 동송읍 양지리,춘천기상대(101),38.2726,127.2774,228.01,,,,
650,2020-10-23,2021-10-15,양지,강원도 철원군 동송읍 양지리,춘천기상대(101),38.2726,127.2774,228.01,,,,
650,2015-07-13,2020-10-23,양지,강원도 철원군 동송읍 양지리,춘천기상대(101),38.2726,127.2772,230,,,,
650,2012-05-22,2015-07-13,양지,강원도 철원군 동송읍 양지리,철원기상대(95),38.2726,127.2772,230,,,,
650,2007-08-31,2012-05-22,정연,강원도 철원군 갈말읍 정연리,철원기상대(95),38.2867,127.3311,200.02,,,,
650,1998-02-20,2007-08-31,정연,강원도 철원군 갈말읍 정연리,철원기상대(95),38.2833,127.3333,200,,,,
651,2023-11-01,,외촌,강원특별자치도 철원군 철원읍 외촌리,춘천기상대(101),38.2772,127.2057,216.03,,,10.000,
651,2015-07-13,2023-11-01,외촌,강원특별자치도 철원군 철원읍 외촌리,춘천기상대(101),38.2772,127.2057,216.03,,,,
651,2012-05-23,2015-07-13,외촌,강원도 철원군 철원읍 외촌리,철원기상대(95),38.2772,127.2058,221,,,,
651,1998-02-19,2012-05-23,대마,강원도 철원군 철원읍 대마리,철원기상대(95),38.264,127.1652,201.62,,,,
660,2021-07-21,,면온,강원특별자치도 평창군 봉평면 면온리,강릉(구 105),37.562,128.3776,533.47,,,10.000,
660,2020-06-27,2021-07-21,면온,강원도 평창군 봉평면 면온리,강릉(구 105),37.562,128.3776,533.47,,,,
660,2015-07-13,2020-06-27,면온,강원도 평창군 봉평면 면온리,강릉(구 105),37.562,128.3776,533.47,,,,
660,2012-09-04,2015-07-13,면온,강원도 평창군 봉평면 면온리,대관령기상대(100),37.562,128.3776,531.69,,,,
660,2004-11-11,2012-09-03,면온,강원도 평창군 봉평면 면온리,대관령기상대(100),37.550,128.350,567,,,,
660,1999-06-08,2004-11-11,면온,강원도 평창군 봉평면 면온리,대관령기상대(100),37.550,128.350,570,,,,
661,2021-12-18,,현내,강원특별자치도 고성군 현내면 명파리,강릉(구 105),38.5425,128.4019,5,,,10.000,
661,2021-07-29,2021-12-18,현내,강원도 고성군 현내면 명파리,강릉(구 105),38.5439,128.4025,5.5,,,,
661,2015-12-22,2021-07-29,현내,강원도 고성군 현내면 명파리,강릉(구 105),38.5439,128.4025,5.5,,,,
661,2015-07-13,2015-12-22,현내,강원도 고성군 현내면 명파리,강릉(구 105),38.5441,128.4027,5,,,,
661,2010-12-11,2015-07-13,현내,강원도 고성군 현내면 명파리,속초기상대(90),38.5441,128.4027,5,,,,
661,2004-11-11,2010-12-11,현내,강원도 고성군 현내면 명파리,속초기상대(90),38.5333,128.400,6,,,,
661,1999-06-10,2004-11-11,통일,강원도 고성군 현내면 명파리,속초기상대(90),38.5333,128.400,8,,,,
670,2024-08-23,,양양,강원특별자치도 양양군 양양읍 송암리,강릉(구 105),38.0887,128.6295,7,,,10.000,
670,2021-12-17,2024-08-23,양양,강원특별자치도 양양군 양양읍 송암리,강릉(구 105),38.0887,128.6295,7,,,,
670,2006-12-15,2021-12-17,양양,강원도 양양군 양양읍 송암리,강릉(구 105),38.0873,128.6297,4.31,,,,
671,2025-09-16,,속초조양,강원특별자치도 속초시 조양동,강릉(구 105),38.1922,128.5761,4,,,10.000,
671,2024-09-07,2025-09-16,속초조양,강원특별자치도 속초시 조양동,강릉(구 105),38.1922,128.5761,4,,,,
671,2015-07-13,2024-09-07,청호,강원특별자치도 속초시 조양동,강릉(구 105),38.1909,128.5936,3.65,,,,
671,2011-06-11,2015-07-13,청호,강원도 속초시 조양동,속초기상대(90),38.1909,128.5936,3,,,,
671,2006-12-15,2011-06-11,청호,강원도 속초시 청호동,속초기상대(90),38.1988,128.5941,7.4,,,,
674,2017-01-13,,사북,(산지)강원특별자치도 정선군 사북읍 사북리,강릉(구 105),37.2196,128.8214,822.28,,,10.000,
674,2015-07-13,2017-01-13,사북,(산지)강원도 정선군 사북읍 사북리,강릉(구 105),37.2197,128.8214,821,,,,
674,2010-12-05,2015-07-13,사북,(산지)강원도 정선군 사북읍 사북리,영월기상대(121),37.2197,128.8214,821,,,,
675,2024-09-11,,남이섬,강원특별자치도 춘천시 남산면 방하리,춘천기상대(101),37.7898,127.5277,52.21,,,10.000,
675,2023-11-01,2024-09-11,남이섬,강원특별자치도 춘천시 남산면 방하리,춘천기상대(101),37.7898,127.5277,52.21,,,,
675,2011-06-07,2023-11-01,남이섬,강원특별자치도 춘천시 남산면 방하리,춘천기상대(101),37.7898,127.5277,52.21,,,,
677,2021-10-15,,달방댐,(산지)강원특별자치도 동해시 신흥동,강릉(구 105),37.5173,129.0213,120.04,,,10.000,
677,2020-11-18,2021-10-15,달방댐,(산지)강원도 동해시 신흥동,강릉(구 105),37.5173,129.0213,120,,,,
678,2020-10-23,,강릉성산,(산지)강원특별자치도 강릉시 성산면 어흘리,강릉(구 105),37.7248,128.7786,455.97,,,10.000,
678,2019-05-02,2020-10-23,강릉성산,(산지)강원도 강릉시 성산면 어흘리,강릉(구 105),37.7248,128.7786,458,,,,
678,2018-12-15,2019-05-02,강릉성산,(산지)강원도 강릉시 성산면 어흘리,강릉(구 105),37.7248,128.7786,458,,,,
679,2020-10-23,,강릉왕산,(산지)강원특별자치도 강릉시 왕산면 대기리,강릉(구 105),37.6105,128.773,686.6,,,10.000,
679,2019-05-02,2020-10-23,강릉왕산,(산지)강원도 강릉시 왕산면 대기리,강릉(구 105),37.611,128.7726,698,,,,
679,2018-12-15,2019-05-02,강릉왕산,(산지)강원도 강릉시 왕산면 대기리,강릉(구 105),37.611,128.7726,698,,,,
680,2020-09-26,,평화,강원특별자치도 화천군 화천읍 동촌리,춘천기상대(101),38.2128,127.8447,230.65,,,10.000,
680,2016-11-28,2020-09-26,평화,강원도 화천군 화천읍 동촌리,춘천기상대(101),38.2128,127.8447,230.65,,,,
680,2005-11-15,2016-11-28,평화,강원도 화천군 화천읍 동촌리,춘천기상대(101),38.2127,127.8441,224.36,,,,
680,2002-05-24,2005-11-15,평화,강원도 화천군 화천읍 동촌리,춘천기상대(101),38.210,127.8458,233,,,,
681,2024-10-15,,간동,강원특별자치도 화천군 간동면 유촌리,춘천기상대(101),38.0512,127.7906,200.5,,,10.000,
681,2023-12-05,2024-10-15,간동,강원특별자치도 화천군 간동면 유촌리,춘천기상대(101),38.0512,127.7906,200.5,,,,
681,2020-09-18,2023-12-05,원동,강원특별자치도 화천군 화천읍 풍산리,춘천기상대(101),38.2438,127.8117,215.2,,,,
681,2015-07-13,2020-09-18,원동,강원도 철원군 원동면,춘천기상대(101),38.2438,127.8117,210.81,,,,
681,2004-07-15,2015-07-13,원동,강원도 철원군 원동면,철원기상대(95),38.2438,127.8117,210.81,,,,
681,2002-06-14,2004-07-15,원동,강원도 철원군 원동면,속초기상대(90),38.2414,127.8139,230,,,,
682,2024-10-15,,임남,강원특별자치도 철원군 임남면 수동리,춘천기상대(101),38.2832,127.8625,1062,,,10.000,
682,2020-09-19,2024-10-15,임남,강원특별자치도 철원군 임남면,춘천기상대(101),38.2806,127.8647,1062,,,,
682,2002-06-14,2020-09-19,임남,강원도 철원군 임남면,춘천기상대(101),38.2806,127.8647,1062,,,,
684,2018-01-08,2018-02-01,춘천신북,강원도 춘천시 신북읍 유포리,춘천기상대(101),37.9546,127.7763,140.27,,,,
684,2013-10-01,2018-01-08,춘천신북,강원도 춘천시 신북읍 유포리,춘천기상대(101),37.9546,127.7763,140.27,,,,
695,2024-10-15,,광덕산,강원특별자치도 화천군 사내면 광덕리,춘천기상대(101),38.1162,127.432,1050.39,,,10.000,
695,2024-10-15,2025-10-03,광덕산,강원특별자치도 화천군 사내면 광덕리,춘천기상대(101),38.1162,127.432,1050.39,,,10.000,
695,2021-12-04,2024-10-15,광덕산,강원특별자치도 화천군 사내면 광덕리,춘천기상대(101),38.1162,127.432,1050.39,,,,
695,2015-07-13,2021-12-04,광덕산,강원도 화천군 사내면 광덕리,춘천기상대(101),38.1162,127.432,1050.39,,,,
695,2006-02-28,2015-07-13,광덕산,강원도 화천군 사내면 광덕리,철원기상대(95),38.1162,127.432,1050.1,,,,
695,2005-06-07,2006-02-28,광덕산,강원도 화천군 사내면 광덕리,철원기상대(95),38.1083,127.4167,1051,,,,
695,2003-02-05,2005-06-07,광덕산,강원도 화천군 사내면 광덕리,철원기상대(95),38.1083,127.4167,1051,,,,
696,2021-07-16,,신기,(산지)강원특별자치도 삼척시 신기면 신기리,강릉(구 105),37.3466,129.0861,82.78,,,10.000,
696,2017-01-13,2021-07-16,신기,(산지)강원도 삼척시 신기면 신기리,강릉(구 105),37.3466,129.0861,82.78,,,,
696,2015-07-13,2017-01-13,신기,(산지)강원도 삼척시 신기면 신기리,강릉(구 105),37.3466,129.0861,81.79,,,,
696,2010-12-22,2015-07-13,신기,(산지)강원도 삼척시 신기면 신기리,동해기상대(106),37.3466,129.0861,81.79,,,,
696,2002-12-24,2010-12-22,신기,(산지)강원도 삼척시 신기면 신기리,동해기상대(106),37.3464,129.085,101,,,,
873,2016-08-01,2022-12-02,원주백운산,강원도 원주시 판부면 서곡리,강릉(구 105),37.2557,127.9702,898.26,,,,
873,2015-07-13,2016-08-01,백운산,강원도 원주시 판부면 서곡리,강릉(구 105),37.2557,127.9702,898.26,,,,
873,2010-11-11,2015-07-13,백운산,강원도 원주시 판부면 서곡리,원주기상대(114),37.2557,127.9702,898.26,,,,
873,2002-12-16,2010-11-11,백운산,강원도 원주시 판부면 서곡리,원주기상대(114),37.250,127.9667,901,,,,
874,2021-08-31,,동송,강원특별자치도 철원군 동송읍 상노리,춘천기상대(101),38.1416,127.2197,163.22,,,10.000,
874,2015-07-13,2021-08-31,동송,강원도 철원군 철원읍 화지리,춘천기상대(101),38.221,127.2053,206.65,,,,
874,2008-11-06,2015-07-13,동송,강원도 철원군 철원읍 화지리,철원기상대(95),38.221,127.2053,206.65,,,,
874,2005-01-28,2008-11-06,삼천봉,강원도 철원군 근남면 마현리,철원기상대(95),38.2833,127.5833,788,,,,
874,2002-12-16,2005-01-28,삼천봉,강원도 철원군 근남면 마현리,철원기상대(95),38.2833,127.5833,785,,,,
875,2020-10-08,,설악산,(산지)강원특별자치도 양양군 서면 오색리,강릉(구 105),38.1211,128.4606,1595.71,,,10.000,
875,2015-07-13,2020-10-08,설악산,(산지)강원도 양양군 서면 오색리,강릉(구 105),38.1211,128.4606,1595.71,,,,
875,2011-03-02,2015-07-13,설악산,(산지)강원도 양양군 서면 오색리,속초기상대(90),38.1211,128.4606,1595.71,,,,
875,2002-12-16,2011-03-02,설악산,(산지)강원도 양양군 서면 오색리,속초기상대(90),38.1333,128.4667,1597,,,,
876,2023-10-20,,삼척,강원특별자치도 삼척시 교동,강릉(구 105),37.450,129.1621,57.07,,,10.000,
876,2021-04-29,2023-10-20,삼척,강원특별자치도 삼척시 교동,강릉(구 105),37.450,129.1621,57.07,,,,
876,2015-07-13,2021-04-29,삼척,강원도 삼척시 교동,강릉(구 105),37.4534,129.1682,68.48,,,,
876,2010-12-14,2015-07-13,삼척,강원도 삼척시 교동,동해기상대(106),37.4534,129.1682,67.63,,,,
876,2003-06-16,2010-12-14,삼척,강원도 삼척시 사직동,동해기상대(106),37.4354,129.1631,14,,,,
877,2021-09-15,,문막,강원특별자치도 원주시 문막읍 취병리,강릉(구 105),37.3134,127.8049,59.23,,,10.000,
877,2015-07-13,2021-09-15,문막,강원도 원주시 문막읍 취병리,강릉(구 105),37.3134,127.8049,59.23,,,,
877,2010-12-23,2015-07-13,문막,강원도 원주시 문막읍 취병리,원주기상대(114),37.3134,127.8048,85,,,,
877,2003-11-11,2010-12-23,문막,강원도 원주시 문막읍 건등리,원주기상대(114),37.3083,127.7917,77,,,,
878,2025-09-24,,도계,(산지)강원특별자치도 삼척시 도계읍 황조리,강릉(구 105),37.2238,129.0961,817.04,,,10.000,
878,2023-11-01,2025-09-24,도계,(산지)강원특별자치도 삼척시 도계읍 황조리,강릉(구 105),37.2238,129.0961,817.04,,,,
878,2017-01-13,2023-11-01,도계,(산지)강원특별자치도 삼척시 도계읍 황조리,강릉(구 105),37.2238,129.0961,817.04,,,,
878,2015-07-13,2017-01-13,도계,(산지)강원도 삼척시 도계읍 황조리,강릉(구 105),37.2238,129.0961,814.21,,,,
878,2010-07-08,2015-07-13,도계,(산지)강원도 삼척시 도계읍 황조리,동해기상대(106),37.2238,129.0961,814.21,,,,
879,2015-07-13,2020-11-18,스키점프,(산지)강원도 평창군 대관령면 용산리,강릉(구 105),37.6605,128.6796,852.43,,,,
879,2012-01-20,2015-07-13,스키점프,(산지)강원도 평창군 대관령면 용산리,대관령기상대(100),37.661,128.6794,852.2,,,,
970,2024-10-15,,철원장흥,강원특별자치도 철원군 동송읍 장흥리,춘천기상대(101),38.2016,127.2502,179.45,,,10.000,
970,2021-07-27,2024-10-15,철원장흥,강원특별자치도 철원군 동송읍 장흥리,춘천기상대(101),38.2016,127.2502,179.45,,,,
970,2018-02-01,2021-07-27,철원장흥,강원도 철원군 동송읍 장흥리,춘천기상대(101),38.2016,127.2502,179.45,,,,
970,2018-01-08,2018-02-01,철원(농),강원도 철원군 동송읍 장흥리,춘천기상대(101),38.2014,127.2502,181,,,,
970,2015-07-13,2018-01-08,철원(농),강원도 철원군 동송읍 장흥리,춘천기상대(101),38.2014,127.2502,181,,,,
970,2011-06-20,2015-07-13,철원(농),강원도 철원군 동송읍 장흥리,철원기상대(95),38.2014,127.2502,181,,,,
970,2003-08-01,2011-06-07,철원(농),강원도 철원군 갈말읍 군탄리,철원기상대(95),38.1451,127.3063,154.22,,,,
978,2025-10-01,,춘천신북,강원특별자치도 춘천시 신북읍 유포리,춘천기상대(101),37.9546,127.7763,140.37,,,10.000,
978,2018-02-01,2025-10-01,춘천신북,강원특별자치도 춘천시 신북읍 유포리,춘천기상대(101),37.9546,127.7763,140.37,,,,
978,2018-01-08,2018-02-01,춘천(농),강원도 춘천시 우두동,춘천기상대(101),37.9026,127.7378,76.8,,,,
978,2006-08-07,2018-01-08,춘천(농),강원도 춘천시 우두동,춘천기상대(101),37.9026,127.7378,76.8,,,,
