발표시간,지역,발효시각,해당지역,내용
2025-03-28 09:30,강원특별자치도,(1) 풍랑주의보 발표 : 2025년 03월 28일 11시 00분,(1) 풍랑주의보 발표 : 동해중부앞바다,(1) 풍랑주의보 발표 /   o 해제 예고: 28일 늦은 오후(15시~18시)
2025-03-28 12:30,강원특별자치도,(1) 대설주의보 발표 : 2025년 03월 28일 12시 30분,(1) 대설주의보 발표 : 강원도(태백. 강원남부산지),
2025-03-28 13:30,강원특별자치도,(1) 대설주의보 해제 : 2025년 03월 28일 13시 30분,(1) 대설주의보 해제 : 강원도(강원북부산지),
2025-03-28 15:00,강원특별자치도,(1) 대설주의보 해제 : 2025년 03월 28일 15시 00분,(1) 대설주의보 해제 : 강원도(강원중부산지),
2025-03-28 16:00,강원특별자치도,(1) 대설주의보 해제 : 2025년 03월 28일 16시 00분,(1) 대설주의보 해제 : 강원도(태백. 강원남부산지),
2025-03-28 18:00,강원특별자치도,(1) 풍랑주의보 해제 : 2025년 03월 28일 20시 00분,(1) 풍랑주의보 해제 : 동해중부앞바다,
2025-03-28 22:00,강원특별자치도,(1) 풍랑주의보 해제 : 2025년 03월 29일 00시 00분,(1) 풍랑주의보 해제 : 동해중부안쪽먼바다. 동해중부바깥먼바다,
2025-03-29 15:00,강원특별자치도,(1) 대설주의보 발표 : 2025년 03월 29일 15시 00분,(1) 대설주의보 발표 : 강원도(평창평지),
2025-03-29 16:00,강원특별자치도,(1) 대설주의보 해제 : 2025년 03월 29일 16시 00분,(1) 대설주의보 해제 : 강원도(평창평지),
2025-03-29 16:15,강원특별자치도,(1) 대설주의보 발표 : 2025년 03월 29일 16시 15분,(1) 대설주의보 발표 : 강원도(강원남부산지),
2025-03-29 17:00,강원특별자치도,(1) 대설주의보 해제 : 2025년 03월 29일 17시 00분 / (2) 풍랑주의보 발표 : 2025년 03월 29일 19시 00분 / (3) 풍랑주의보 발표 : 2025년 03월 29일 19시 00분,(1) 대설주의보 해제 : 강원도(강원남부산지) / (2) 풍랑주의보 발표 : 동해중부안쪽먼바다 / (3) 풍랑주의보 발표 : 동해중부바깥먼바다,(2) 풍랑주의보 발표 /   o 해제 예고: 30일 오전(09시~12시) / (3) 풍랑주의보 발표 /   o 해제 예고: 30일 늦은 오후(15시~18시)
2025-03-30 10:00,강원특별자치도,(1) 건조주의보 발표 : 2025년 03월 30일 10시 00분 / (2) 풍랑주의보 해제 : 2025년 03월 30일 12시 00분,(1) 건조주의보 발표 : 강원도(강릉평지. 동해평지. 삼척평지. 속초평지. 고성평지. 양양평지) / (2) 풍랑주의보 해제 : 동해중부안쪽먼바다,
2025-03-30 14:00,강원특별자치도,(1) 풍랑주의보 해제 : 2025년 03월 30일 16시 00분,(1) 풍랑주의보 해제 : 동해중부바깥먼바다,
