지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
95,철원,2025-03-05,2.5,-1.6,2351,6.9,1638,,,,,,,8.4,360,41,4.3,20,56,2.1,1779,20,-2.8,48,1452,68.9,5,1004.8,1026,2353,1022,1630,1024.2,11.5,5.4,1400,2.42,13.8,,,,,,7.9,6.5,.2,-4.1,,,,,,,,,,1.4,2,,,
95,철원,2025-03-06,1.4,-5,644,9,1529,,,,,,,6.2,360,1423,3.3,360,1417,.7,619,320,-4.3,31,1239,71,4.5,1007.4,1029.7,2343,1024.7,1546,1027,11.6,9.4,1200,2.88,18.78,,,,,,1.5,0,.2,-6.3,,,,,,,,,,2.1,3,,,
95,철원,2025-03-07,2,-5.1,606,9.1,1603,,,,,,,5,320,1423,2.5,230,1352,.6,558,70,-4.6,28,1417,66.4,4.4,1008.9,1031.4,757,1026.2,1545,1028.5,11.6,9.2,1200,2.55,16.15,,,,,,5.4,1.9,1.5,-8.2,,,,,,,,,,1.8,2.6,,,
95,철원,2025-03-08,3.5,-1.3,726,9.7,1400,,,,,,,6.6,230,1346,3.2,230,1328,1.2,1055,230,-4.9,18,1410,62.3,4.5,1007.5,1029.8,2349,1024.8,1444,1026.9,11.6,7.7,1300,2.78,17.35,,,,,,4.4,.9,2.7,-6.6,,,,,,,,,,2.6,3.6,,,
95,철원,2025-03-09,3.5,-4,718,12.4,1452,,,,,,,4.6,340,1508,1.9,50,1336,.6,524,50,-2,32,1647,72.6,5.3,1011.4,1033.5,937,1028.4,1717,1031,11.7,10.2,1200,2.81,19.02,,,,,,0,0,3.3,-8.3,,,,,,,,,,2.3,3.3,,,
95,철원,2025-03-10,4.5,-3.8,640,16.6,1523,,,,,,,7.1,270,1618,3.2,230,1417,.9,768,250,-2.5,27,1428,67,5.1,1007.8,1031.2,115,1023.5,1739,1027.1,11.7,10.2,1200,2.76,18.53,,,,,,0,0,3.6,-8.8,,,,,,,,,,2.6,3.7,,,
95,철원,2025-03-11,6,-3.5,610,15.2,1602,,,,,,,5.5,230,1532,2.3,200,1528,.8,673,160,-.3,29,1632,69.4,6,1002.6,1025.5,131,1017.6,1639,1021.8,11.8,10.3,1200,2.78,19.15,,,,,,2.8,1.3,5.3,-8.3,,,,,,,,,,2.6,3.8,,,
95,철원,2025-03-12,6.4,.3,336,11.4,1428,,,,,,,8.3,230,1723,3.9,200,1702,1.6,1381,230,2.7,47,1118,79.8,7.5,998.2,1020.8,2359,1014.2,1428,1017.3,11.8,.8,1000,1.48,6.09,,,,,,6.4,5.6,4.8,-4.4,,,,,,,,,,1,1.4,,,
95,철원,2025-03-13,5.3,-2,442,14.9,1615,,,,,,,6.1,160,1629,2.5,180,1632,.8,729,20,-5.1,16,1625,59.1,4.4,1004.6,1027.4,2354,1020.7,1703,1023.8,11.9,8.6,1100,2.65,16.82,,,,,,5.3,1.5,5.1,-7.7,,,,,,,,,,2.5,3.6,,,
95,철원,2025-03-14,7.9,-3.3,655,16.9,1413,,,,,,,7.8,360,1039,4.9,360,2237,1.6,1405,340,-5.2,15,1405,44.9,4.2,1007.8,1030.1,812,1024.6,1536,1026.9,11.9,9.8,1200,2.77,18.87,,,,,,3.1,1,6,-7.6,,,,,,,,,,4.3,6.1,,,
95,철원,2025-03-15,8.5,3.7,2355,15.8,1405,,,,,,,8.9,50,1717,5.2,20,1849,3,2635,20,-3.7,20,1328,46.4,4.8,1003.8,1026.2,840,1019.8,2400,1022.8,11.9,8.7,1300,2.91,18.29,,,,,,7.4,4.6,8.5,2.5,,,,,,,,,,3.4,4.8,6.6,,
95,철원,2025-03-16,1.8,-1.9,2345,4.6,1502,,,,,,8.2,11.8,340,1733,4.9,340,1733,1.3,1112,110,-.3,45,1559,87.6,6,995.6,1019.9,1,1011.6,1520,1014.9,12,1.8,1300,1.3,5.19,,,,,,9.1,9,5.4,-2.7,,,,,,,,,,.7,1.1,1.6,,
95,철원,2025-03-17,1,-4,500,5.9,1512,,,,,,,7.9,200,1259,3.9,230,1243,1.4,1186,230,-7.3,23,1316,59.5,3.6,998,1019.8,934,1015.5,2400,1017.4,12,9.2,1200,2.87,18.25,,,,,,7.3,4.5,4.8,-7.5,,,,,,,,,,2.2,3.1,1.8,,
95,철원,2025-03-18,.4,-2.4,2312,4.7,1612,,,,,,2.7,11.1,20,1306,6,20,1252,2.2,1901,20,-3.2,50,1706,78.5,4.9,997.7,1023.6,2347,1013.1,503,1017.1,12.1,5.1,1300,1.9,10.14,,,,,,7.6,7.6,3.5,-8.3,,,,,,,,,,1.1,1.6,.9,,
95,철원,2025-03-19,.2,-6.7,640,6.8,1557,,,,,,,7.7,270,1238,4,230,1830,1.3,1142,230,-7.7,19,1412,62.9,3.5,1005,1026.3,911,1022.4,1614,1024.6,12.1,10.6,1200,3.04,22.8,,,,,,0,0,4,-10.7,,,,,,,,,,2.7,3.8,,,
95,철원,2025-03-20,6.1,-2.4,3,14.2,1604,,,,,,,11.5,250,1719,4.6,230,1725,1.8,1577,230,0,36,1628,66.9,6.2,999.6,1025.1,1,1013.9,1629,1018.7,12.1,6.6,1200,2.92,16.12,,,,,,4.8,4.8,6.4,-8.4,,,,,,,,,,2.5,3.6,,,
95,철원,2025-03-21,11.1,4.7,715,18.5,1545,,,,,,,9.2,230,1649,4.6,230,1449,2.2,1876,230,2,29,1520,57.3,7.1,993.3,1015.4,129,1007.9,1654,1011.9,12.2,10,1200,2.83,20.03,,,,,,.8,.8,10.6,3,,,,,,,,,,3.5,5,,,
95,철원,2025-03-22,10.9,.6,617,21.4,1510,,,,,,,10.9,230,1537,4.7,200,1656,1.8,1522,230,.4,24,1520,54.5,6.3,991.3,1012.2,119,1006.4,1508,1009.9,12.2,10.7,1200,2.9,20.5,,,,,,0,0,10.5,-3.6,,,,,,,,,,4,5.8,,,
95,철원,2025-03-23,12.2,.4,651,23.3,1526,,,,,,,8.1,250,1258,3.8,230,1329,1.1,925,230,1.1,20,1441,53.4,6.6,991.8,1014.2,835,1007.2,1613,1010.3,12.3,10,1200,2.95,20.37,,,,,,3,1.1,11.1,-3.7,,,,,,,,,,4,5.7,0,,
95,철원,2025-03-24,13.6,6.2,602,21.7,1456,,,,,,0,9.7,250,1405,4.6,230,1406,1.8,1517,230,4.7,28,1351,58.8,8.6,985,1008.1,15,999.4,1616,1003.3,12.3,8.2,1200,2.77,18.12,,,,,,3.3,1,13,3,,,,,,,,,,3.7,5.2,,,
95,철원,2025-03-25,11.4,4.8,400,19.6,1449,,,,,,,13.8,230,1527,5.9,200,1410,2.2,1933,230,4.5,35,1434,66.6,8.5,982.2,1005.3,2357,992.7,1436,1000.6,12.3,5.8,1100,1.74,11.86,,,,,,3.8,1.6,11,.3,,,,,,,,,,2.5,3.5,,,
95,철원,2025-03-26,11.4,1,630,22.3,1524,,,,,,,7.5,20,2209,4.2,20,2214,1.3,1094,230,.8,15,1537,57.4,6.6,986.4,1010.4,824,1000.5,1834,1004.9,12.4,10.1,1100,2.74,19.37,,,,,,5.4,2.3,11.5,-3.5,,,,,,,,,,3.8,5.4,.7,,
95,철원,2025-03-27,10.4,6.6,2355,18.1,1511,,,,,,1,8.3,340,2051,4.6,360,2052,1.4,1242,290,4.4,26,1702,70,8.6,984.7,1008.7,2258,999.9,518,1003.2,12.4,4.5,1300,2.32,9.93,,,,,,9.4,8.1,12,5.4,,,,,,,,,,1.7,2.5,.6,,
95,철원,2025-03-28,4.6,-2,2358,11.3,1427,,,,,,.3,12.8,290,1516,6,290,1523,1.7,1469,230,-6.3,10,1515,55,4.3,996.2,1021.8,2326,1008.6,1,1015.4,12.5,7.6,1300,3.06,19.02,,,,,,3.8,3.3,7.9,-7.3,,,,,,,,,,3.4,4.9,0,,
95,철원,2025-03-29,.4,-5.8,554,6.1,1427,,,,,,0,16.4,290,1453,7,290,1449,2.4,2035,290,-12,11,1642,44.9,2.6,1003.5,1027.9,2336,1020,1426,1023.1,12.5,9,1400,2.52,16.95,,,,,,2.6,2,4.5,-10.8,,,,,,,,,,2.6,3.8,0,,
95,철원,2025-03-30,.4,-7.3,632,7.2,1612,,,,,,0,13.9,340,1619,5.3,290,1744,1.7,1431,200,-9.4,21,1606,51.1,3.1,1008.9,1030.8,829,1025.8,1708,1028.6,12.6,9.7,1100,2.36,16.04,,,,,,2.5,1.9,2.7,-12.7,,,,,,,,,,1.9,2.7,0,,
95,철원,2025-03-31,4,-6.2,612,12.7,1428,,,,,,,9.5,230,1344,4.4,200,1404,1.3,1113,230,-6.9,22,1824,50.9,3.7,1007.1,1029.4,9,1022.6,1633,1026.5,12.6,11.4,1200,3.17,23.37,,,,,,2.4,0,6.5,-10.7,,,,,,,,,,3.4,4.9,,,
100,대관령,2025-03-01,1.8,-7.4,654,12.8,1402,,,,,,0,8.9,270,1420,5.7,270,1426,1.3,1149,340,-5.3,15,1348,67.5,4.2,928.6,1026.8,359,1014.2,1627,1021.2,11.4,4.4,1300,2.54,10.74,,,,,,7.3,5.4,1.1,-13.5,,,,,,,,,,1.9,2.7,,,
100,대관령,2025-03-02,-.2,-4.5,2318,6.6,857,,,,,,18.8,10.9,50,1857,6.5,90,2316,2.8,2442,70,-2.9,38,903,84.9,5,929.7,1026.8,1924,1020.6,236,1023,11.4,0,900,.76,2.87,,,,,,9.8,9.4,-.2,-5.7,,,,,,,,,,.5,.7,,,
100,대관령,2025-03-03,-5.5,-6.2,1915,-4.5,1,,,,,,21.4,13.5,90,654,6.9,70,622,4.8,4114,90,-6.2,94,1115,94.8,3.8,934,1032,1941,1025,213,1029.8,11.5,0,1100,.93,4.96,,,,,,10,9.6,-.6,-1.3,,,,,,,,,,.4,.5,,,
100,대관령,2025-03-04,-4.2,-6,8,-3.3,1705,,,,,,21.1,11.7,90,1940,6.6,90,1301,4.6,3993,90,-4.7,94,4,95.8,4.3,931.9,1031.6,2,1023.6,1658,1026.9,11.5,0,1200,.68,4.54,,,,,,9.9,9.6,-.6,-.9,,,,,,,,,,.3,.5,,,
100,대관령,2025-03-05,-3,-6.1,2359,-.7,1235,,,,,,3,6,90,54,3.6,110,1421,1.9,1669,90,-3.5,94,1111,96,4.7,931,1027.6,2355,1023.7,1538,1025.6,11.5,1.4,1300,1.25,6.32,,,,,,8.5,8,-.5,-.7,,,,,,,,,,.5,.7,,,
100,대관령,2025-03-06,-5.8,-11.5,636,1.3,1302,,,,,,.1,4.9,90,1250,3,90,1422,.9,738,110,-6.8,83,1304,92.4,3.8,933.7,1033.7,2357,1026.1,1401,1029.6,11.6,4.8,1100,2.96,13.28,,,,,,6.1,5.9,-.6,-.7,,,,,,,,,,1,1.4,,,
100,대관령,2025-03-07,-4.6,-15.2,656,3.3,1226,,,,,,0,6,90,1356,3.9,90,1357,1,854,90,-7.4,42,1151,83.1,3.7,935.7,1036.4,655,1028,1423,1031.4,11.6,8.8,1100,2.88,16.27,,,,,,5.4,3.8,-.6,-.7,,,,,,,,,,1.4,2,,,
100,대관령,2025-03-08,-.4,-5,339,4.4,1430,,,,,,,11.7,250,1441,7,250,1458,3,2560,270,-5.9,41,1526,68.9,4,933.5,1030.8,2353,1024.1,1522,1027.3,11.6,8.8,1200,2.49,16.85,,,,,,5.4,1.5,-.5,-.7,,,,,,,,,,1.9,2.7,,,
100,대관령,2025-03-09,-1.8,-11.2,622,8.2,1345,,,,,,,5.5,270,1406,3.6,90,1437,.9,811,90,-7.7,24,1122,69.9,3.5,937.7,1036.5,719,1028.7,1409,1032.5,11.7,11,1200,3.01,21.17,,,,,,0,0,-.5,-.7,,,,,,,,,,2.5,3.6,,,
100,대관령,2025-03-10,1.1,-9.7,657,8.9,1445,,,,,,,11.9,270,1636,6.6,270,1637,2.6,2253,290,-6.4,28,1633,61.5,3.8,934.5,1034.6,41,1022.9,1559,1027.9,11.7,10.9,1200,2.99,21.16,,,,,,1.4,.6,-.3,-.5,,,,,,,,,,3,4.3,,,
100,대관령,2025-03-11,4.9,-5,637,14.6,1413,,,,,,,6.2,270,1508,3.6,340,2356,1.6,1421,290,-7.8,10,1410,46.6,3.5,929.9,1027,637,1015.9,1558,1021.4,11.8,11,1200,3.04,20.81,,,,,,1.6,1.6,-.3,-.5,,,,,,,,,,4.1,5.8,,,
100,대관령,2025-03-12,5.4,2,19,8.8,1201,,,,,,,18.4,270,1401,10.8,270,1616,5.9,5102,270,-2.4,41,916,57.8,5.2,924.7,1020.4,2356,1011.8,1535,1015.5,11.8,9.5,1200,3.07,20.15,,,,,,5.5,3.3,-.3,-.4,,,,,,,,,,3,4.3,,,
100,대관령,2025-03-13,4,-2.8,724,12.3,1448,,,,,,,8.2,290,1225,5.3,250,323,1.8,1564,340,-9.7,12,1317,43.5,3,931.3,1029.3,2341,1019.7,1447,1023.3,11.8,10.7,1100,3.01,20.67,,,,,,4.8,4.4,-.2,-.4,,,,,,,,,,3.4,4.9,,,
100,대관령,2025-03-14,1.4,-5.4,602,6.3,1246,,,,,,,7.8,110,1035,4.9,110,1037,1.8,1557,90,-4.8,27,906,68,4.4,936.6,1032.8,702,1028.3,1430,1030,11.9,10.8,1200,3.01,20.97,,,,,,3.6,2.8,-.3,-1.9,,,,,,,,,,2.4,3.5,,,
100,대관령,2025-03-15,1.4,-1,1,4.3,1105,,,,,,,10.3,140,1004,5.7,110,1020,2.5,2183,110,-2,49,1044,78.6,5.3,933.2,1030.8,1,1021.8,2400,1026.4,11.9,2.7,1000,2.32,10.87,,,,,,9.6,8.9,-.4,-.5,,,,,,,,,,1.1,1.6,,,
100,대관령,2025-03-16,-1.3,-5,2330,2,1110,,,,,,6.2,10.7,270,1614,6.3,270,1722,2.6,2228,270,-2.3,84,1849,92.6,5.2,920.4,1021.9,1,1009.4,1431,1013.3,12,0,1100,1.49,7.52,,,,,,9.8,9.1,-.4,-.4,,,,,,,,,,.7,.9,,,
100,대관령,2025-03-17,-3.7,-7.6,2338,-1,1512,,,,,,16.4,11.7,250,1341,7.2,270,1349,3.1,2662,270,-8.5,38,1727,72,3.3,923.3,1019.4,2332,1012.4,15,1017.3,12,8.3,1100,.98,5.81,,,,,,8.1,7,-.4,-.5,,,,,,,,,,.9,1.3,,,
100,대관령,2025-03-18,-5.6,-12.5,2400,-1.5,1224,,,,,,23.4,12.8,50,1506,6.9,70,1511,1.9,1612,20,-7.8,56,1056,85.1,3.5,923,1026.7,2346,1012.9,1223,1017.7,12.1,2.8,1200,1.04,6.75,,,,,,8,5.3,-.4,-.5,,,,,,,,,,.5,.7,,,
100,대관령,2025-03-19,-6.8,-19.3,621,.5,1511,,,,,,,12.2,270,1536,7.4,270,1623,2.9,2504,270,-13.1,33,1652,64.8,2.3,929.6,1030.9,621,1021.5,1552,1025.5,12.1,10.3,1500,2.71,12.93,,,,,,1.9,.6,-.4,-.5,,,,,,,,,,1.7,2.4,,,
100,대관령,2025-03-20,1.8,-6.3,638,6.4,1800,,,,,,,19.9,270,1858,13,270,1903,6.7,5763,270,-4.1,44,1439,66.3,4.6,925.9,1025.1,46,1011.9,1841,1018.2,12.1,11.3,1200,3.22,22.91,,,,,,1.4,.4,-.3,-.5,,,,,,,,,,3,4.3,,,
100,대관령,2025-03-21,7.2,1.6,609,12.3,1557,,,,,,,21.4,270,1600,12.6,270,1658,8.8,7631,270,-1.8,30,1302,55.8,5.4,920.4,1015.1,212,1005.1,1637,1010.2,12.2,11.4,1200,3.28,22.67,,,,,,1.4,.5,-.2,-.4,,,,,,,,,,5.2,7.4,,,
100,대관령,2025-03-22,10.3,3.8,649,15.8,1525,,,,,,,24,270,1634,14.8,270,1624,7.4,6417,270,-2.5,26,1732,42.3,5.1,919.9,1012.9,647,1003.4,1624,1008.6,12.2,11.4,1200,3.17,22.25,,,,,,0,0,2.4,-.4,,,,,,,,,,6.1,8.7,,,
100,대관령,2025-03-23,10,-.3,643,19.7,1401,,,,,,,11,270,1645,6.5,270,1411,2.3,1975,290,-2.1,18,1603,47.1,5.3,922.2,1016.2,643,1006.8,1601,1011.2,12.3,11.1,1200,3.18,21.99,,,,,,2.9,2.9,4.2,-4.4,,,,,,,,,,4.4,6.3,,,
100,대관령,2025-03-24,11.7,5.5,233,17.1,1446,,,,,,,17.1,270,2201,10.7,270,2227,5.6,4822,270,.3,27,1652,47.8,6.4,915.3,1010.3,17,998.3,1649,1003,12.3,8.3,1100,2.88,17.92,,,,,,4.4,3.1,5.9,.5,,,,,,,,,,4.6,6.6,,,
100,대관령,2025-03-25,9.6,2.3,539,18.4,1450,,,,,,,21.3,270,1717,13.1,270,2147,6.3,5462,270,.6,25,1359,59,6.6,911.9,1005.8,539,989.8,1608,1000,12.3,7.9,1100,2.78,17.82,,,,,,3.3,1.4,6.1,-3.5,,,,,,,,,,4.8,6.8,,,
100,대관령,2025-03-26,7.7,-.5,633,18,1249,,,,,,,11.7,270,103,7.1,270,53,2.4,2112,90,1.3,20,1255,67.5,6.9,917.2,1011.9,633,1003.4,1531,1006.5,12.4,11,1200,3.05,21.78,,,,,,1.6,.3,6.3,-4.6,,,,,,,,,,3.8,5.5,,,
100,대관령,2025-03-27,11.5,3.2,10,16,1605,,,,,,1.8,13.3,290,618,7.8,270,617,4.4,3820,290,7.1,45,126,76.8,10.3,913.6,1009.1,2400,997.6,558,1001.3,12.4,2.6,1400,1.58,6.69,,,,,,8.5,4.9,8.9,.5,,,,,,,,,,1.1,1.6,,,
100,대관령,2025-03-28,-.2,-4.7,2356,3.5,1,,,,,,2.2,15.7,270,1801,6.7,270,1804,1.7,1475,90,-2.6,37,1805,86.1,5.2,922.4,1022,2337,1008.9,5,1015.1,12.5,2.5,1500,2.3,6.15,,,,,,8.9,7.3,1.5,-8.3,,,,,,,,,,.9,1.2,,,
100,대관령,2025-03-29,-3.8,-8.4,609,3,1218,,,,,,1.1,17.2,270,1308,9.5,270,1847,4.6,3979,270,-11.6,24,1149,59.3,2.7,927.6,1026.9,2351,1017.5,1242,1022.1,12.5,8.7,1100,3.22,19.54,,,,,,1.5,.6,-.6,-12.7,,,,,,,,,,2.4,3.4,,,
100,대관령,2025-03-30,-3.2,-8,507,1.7,1453,,,,,,0,17.8,270,1413,9.9,270,1416,4.8,4134,270,-12.1,26,1045,53.5,2.6,933.5,1030.8,615,1025.4,1451,1028.4,12.5,10.3,1200,3.4,23.28,,,,,,2.4,2,1.6,-11.4,,,,,,,,,,2.2,3.2,,,
100,대관령,2025-03-31,2.2,-4.1,304,9.4,1457,,,,,,,11,290,1437,6.1,270,1438,3.2,2781,270,-6.6,27,1508,55.3,3.7,933.2,1029.4,9,1022,1457,1026.1,12.6,11.2,1200,3.33,24.63,,,,,,3.5,2.5,3.6,-8.8,,,,,,,,,,3.3,4.8,,,
101,춘천,2025-03-01,3.2,-3.2,647,11.5,1716,,,,,,,4.4,320,1527,2.9,290,1533,.9,772,270,-1.4,44,1719,74.3,5.5,1009.7,1023.1,302,1015.1,1516,1019.1,11.4,2.2,1100,1.86,8.27,,,,,,6.5,.5,1.2,-8.4,0,-.1,-.1,0,1,4,7,12.8,16.2,1,1.4,,,
101,춘천,2025-03-02,3.7,-.2,207,11.2,1230,,,,,,6.5,12.1,50,1405,7.5,50,1348,2.7,2364,50,-.3,43,1229,76.3,6,1009.8,1022,2349,1017,1336,1019.3,11.4,0,1200,.87,3.99,,,,,,9.9,5,1.3,-5.3,.2,.1,-.1,0,1,4,7,12.8,16.3,1.1,1.5,14.1,,
101,춘천,2025-03-03,1.2,-.2,221,3.1,1152,,,,,,7.6,10.5,20,956,6.6,20,718,3.4,2942,50,-5.1,52,1539,64,4.2,1015.9,1027.5,1801,1021,234,1025.5,11.4,1.1,1100,1.31,7.38,,,,,,9.6,5.6,-.1,-3.1,0,0,0,0,.9,4,6.9,12.6,16.2,1.4,2,,,
101,춘천,2025-03-04,1.2,.1,1127,2.4,952,,,,,,6,9.6,20,828,4.7,50,828,2.5,2200,50,-3,53,230,74.5,5,1014.2,1027.7,56,1020.7,1855,1023.8,11.5,.4,1600,.75,3.87,,,,,,9.5,6.8,-.1,-2.9,0,0,-.1,0,1,4,6.9,12.7,16.1,.6,.9,6,,
101,춘천,2025-03-05,3.8,.9,23,9.3,1545,,,,,,,5.3,340,459,3,320,628,1.5,1298,320,-2.2,43,1547,65.9,5.2,1013.4,1024.4,949,1020.3,1552,1022.9,11.5,2.6,1100,2.15,13.32,,,,,,8.1,4.6,0,-2.6,.1,.1,0,.1,.9,4,6.9,12.7,16.2,1.6,2.3,,,
101,춘천,2025-03-06,3.1,-3.1,717,10.1,1609,,,,,,,4.6,180,1359,3.3,230,1359,1.1,953,290,-3.6,30,1629,66.3,4.7,1016,1028.2,2325,1023.5,1554,1025.6,11.6,9.3,1300,2.89,18.76,,,,,,1.9,.4,2.8,-7.7,.5,.1,0,.1,1,4,6.9,12.6,16.3,2.1,3.1,,,
101,춘천,2025-03-07,3,-3.7,654,10.4,1543,,,,,,,4.4,250,1429,2.7,200,1438,.9,815,270,-4.4,26,1628,63.4,4.5,1018,1030.8,816,1025.1,1656,1027.5,11.6,8.9,1200,2.51,16.45,,,,,,4.9,1.8,2.7,-8.5,.7,.3,0,.1,1,4,6.9,12.5,16.2,1.9,2.7,,,
101,춘천,2025-03-08,4.4,-.4,713,11.3,1555,,,,,,,7.4,180,1706,4.3,200,1710,1.5,1313,200,-5.9,18,1521,53.9,4.1,1016.2,1028.7,2400,1023,1526,1025.7,11.6,8.8,1300,2.61,16.27,,,,,,4,1.6,3.7,-6.5,1.5,.9,.1,.1,1,3.9,6.9,12.5,16.1,2.7,3.9,,,
101,춘천,2025-03-09,4.2,-3.7,655,14.1,1527,,,,,,,3.7,90,1408,2.3,70,1354,.8,691,250,-3.6,25,1711,63,4.7,1020.2,1032.7,945,1026.8,1805,1029.7,11.7,10.5,1200,2.8,18.98,,,,,,0,0,4.1,-8.9,1.7,1.1,.2,.1,1,3.8,6.8,12.5,16.1,2.5,3.6,,,
101,춘천,2025-03-10,5.1,-3.2,711,15,1519,,,,,,,6.7,230,1444,4.1,180,1550,1.2,1044,200,-3.1,24,1525,61.5,4.9,1016.6,1030.2,740,1022.1,1651,1026.1,11.7,10.2,1200,2.75,18.57,,,,,,0,0,4.3,-8.4,2.1,1.6,.4,.1,.9,3.8,6.7,12.4,16.1,2.9,4.1,,,
101,춘천,2025-03-11,6.5,-2.5,545,17,1625,,,,,,,6.4,180,1348,2.2,110,1350,.8,722,320,-2.9,21,1615,58.1,5,1011.2,1024.8,631,1015.9,1710,1020.6,11.8,10,1200,2.8,19.14,,,,,,2.3,1,5.1,-7.8,2.6,2.1,.7,.1,1,3.7,6.7,12.4,16.2,2.9,4.1,,,
101,춘천,2025-03-12,6.8,1.1,552,14.2,1259,,,,,,,7.5,160,1347,4.5,180,1349,1.7,1447,180,1.7,39,1205,72.3,7,1006.8,1019.6,2359,1012.9,1539,1016.2,11.8,2.4,1200,2.39,10.29,,,,,,6.5,4,3.2,-4.4,2.6,2.3,1,.1,1,3.6,6.7,12.4,16,1.7,2.5,,,
101,춘천,2025-03-13,7,-1.2,519,17,1437,,,,,,,6,290,1525,4,290,1526,1,878,270,-5.5,11,1447,53.4,4.3,1012.8,1025.5,2343,1019.5,10,1022.1,11.8,10.3,1300,2.96,18.92,,,,,,5.1,1.3,5.4,-6.5,3.4,2.9,1.4,.1,1.1,3.6,6.7,12.3,16,3.4,4.8,,,
101,춘천,2025-03-14,9.3,-1.2,645,18.1,1515,,,,,,,6.5,20,1129,3.7,70,1403,1.5,1313,290,-5.6,14,1349,41.4,4.1,1016.4,1028.9,834,1023.1,1650,1025.7,11.9,9.8,1200,2.79,18.99,,,,,,2.9,1,6.3,-7.1,4.1,3.3,1.9,.2,1.6,3.7,6.6,12.3,16.1,4.1,5.8,,,
101,춘천,2025-03-15,9.7,5.9,538,15.8,1514,,,,,,,8.9,20,1911,4.5,50,1047,2.5,2127,50,-3.1,24,1402,42.1,4.9,1012.8,1025.8,854,1018.6,1752,1022.1,11.9,4.5,1200,2.77,14.87,,,,,,8.5,4.8,8.6,2.6,6.1,5.2,3.5,.4,2.6,3.8,6.5,12.3,16,3.1,4.4,3.3,,
101,춘천,2025-03-16,3.6,.6,2347,7.4,1,,,,,,5.8,9.2,290,1719,5.7,250,1741,2.2,1870,320,-.4,44,1657,76.1,6.1,1003.7,1019,1,1009.9,1643,1013.1,12,1.4,1600,1.52,5.4,,,,,,9,5.4,4.6,-1.4,5.2,5.1,4.6,3.2,3.6,4,6.5,12.2,15.8,1,1.5,2.5,,
101,춘천,2025-03-17,2.8,-1.5,457,7.4,1516,,,,,,,8.2,250,1648,5,230,1305,2,1741,230,-8.2,19,1511,48.1,3.4,1006.6,1017.9,1007,1014,1,1016,12,8,1100,2.59,17.31,,,,,,7.5,2.1,4.8,-6.7,4.5,4.5,4.1,3.6,3.9,4.4,6.6,12.2,15.9,2.4,3.4,4.4,,
101,춘천,2025-03-18,1.2,-1,2338,4.3,1714,,,,,,5.9,8.6,20,1521,4.8,340,1547,1.7,1497,50,-2.2,49,118,78.6,5.2,1006.4,1022.4,2341,1012.3,636,1015.9,12.1,1.8,1100,1.71,8.64,,,,,,7.8,2.8,2.7,-5.3,3.6,3.5,3.7,3.8,4.1,4.6,6.6,12.2,15.9,1,1.4,1.5,,
101,춘천,2025-03-19,1.5,-4.8,631,7.2,1550,,,,,,,9.3,200,1503,5,200,1251,2,1711,200,-7.8,21,1433,57.9,3.5,1013.7,1025.1,852,1021.2,1613,1023.2,12.1,10.6,1200,2.99,21.28,,,,,,0,0,3.6,-10.1,3.5,3.5,3.3,3.3,3.9,4.9,6.7,12.1,15.9,2.9,4.1,,,
101,춘천,2025-03-20,5.7,-3.3,312,14.6,1643,,,,,,,9.3,230,1703,5.1,230,1711,1.8,1541,180,-2.1,31,1705,60.6,5.3,1008.8,1024.1,9,1012.8,1653,1018.2,12.1,5.8,1300,2.77,14.61,,,,,,4.4,3.8,5.6,-8.5,4.8,4.5,4,3.8,4,5,6.8,12.1,15.8,2.7,3.8,,,
101,춘천,2025-03-21,12.6,6.6,707,19.9,1529,,,,,,,9.6,250,1647,5.6,250,1643,2.8,2461,200,1,23,1717,49.3,6.6,1001.8,1014.6,146,1006.4,1644,1010.9,12.2,9.6,1200,2.81,19.41,,,,,,1.8,1.8,10.6,4.5,8.5,8.1,6.8,5.5,4.6,5.1,6.8,12,16,4.2,6,,,
